post_id,timestamp,username,post_type,topic,content_length,likes,shares,comments,engagement_rate,account_age_days,posts_per_day,avg_post_interval,follower_count,following_count,verified,sentiment_score,toxicity_score,contains_hashtags,contains_links,language,is_anomaly,anomaly_type
3f5f7175-719e-4ed4-8109-64b177ea6628,2025-02-04 06:32:23,user_670,link,politics,90,35,3,6,0.216,642,0.12,1184,23717,3035,0,0.96,0.65,0,1,fr,0,
b9390ea2-c092-4737-850b-b7fbba268e82,2025-02-23 23:39:23,user_983,text,finance,133,27,4,14,0.397,3331,9.47,978,26917,1883,0,0.34,0.13,1,0,de,0,
f1eebb04-b8f6-418d-bb23-c8f1143bc6e2,2025-02-20 00:57:23,user_687,link,entertainment,143,33,4,11,0.257,334,5.51,1239,25770,1355,0,0.09,0.48,0,0,en,0,
df70df3e-fcaa-4f68-91bd-53e83e2f2f9b,2025-01-22 08:54:23,user_412,link,education,128,22,4,10,0.294,2017,3.16,791,9877,236,0,-0.14,0.07,1,0,es,0,
b8f7e017-3392-4680-850d-57ccae153127,2025-05-30 02:04:23,user_433,link,memes,107,33,7,11,0.344,3169,6.39,89,79425,3003,0,0.57,0.1,0,0,zh,0,
41e14b1a-af50-46bc-9ab9-5bd2a7a6460a,2025-03-01 14:48:23,user_790,link,technology,148,33,1,7,0.266,2679,5.99,1025,86060,1551,0,-0.39,0.15,1,0,en,0,
f6d23f6b-8dbb-4a6b-aa20-e40ebe016921,2025-06-06 07:09:23,user_56,text,memes,162,33,8,7,0.034,2539,6.92,775,50510,2531,0,0.33,0.89,1,1,en,0,
0ec8eeb6-1f9d-424e-a65e-7014a7aa2a96,2025-01-10 12:38:23,user_311,text,politics,85,28,4,14,0.264,3269,3.44,186,75874,861,0,-0.78,0.39,0,0,en,0,
ad8dd887-f6d5-4a55-a05e-3f2dfb43f249,2025-03-01 18:15:23,user_436,image,politics,210,36,6,11,0.363,1552,1.95,455,1224,2138,0,-0.77,0.5,1,1,en,0,
4a217135-fc79-48f6-8901-c39221c4da2b,2025-02-26 07:45:23,user_265,video,sports,135,40,5,11,0.301,2963,2.46,1248,73372,223,0,0.02,0.54,1,0,es,0,
f1373b53-7879-4305-9c9f-eadd94c49791,2025-06-16 19:25:23,user_760,link,memes,140,39,2,11,0.41,2043,5.17,476,47359,2721,0,0.56,0.06,1,0,en,0,
ee2ee135-d0a9-4189-a38b-3dea6fcaefdf,2025-04-28 17:55:23,user_650,image,sports,175,35,5,12,0.135,2192,5.44,1038,70667,1283,0,0.05,0.19,1,1,en,0,
b27195b4-423b-407e-bc30-92288594aafd,2025-01-31 10:10:23,user_119,video,education,151,26,7,16,0.068,460,2.4,39,87828,939,0,-0.37,0.34,1,0,zh,0,
d8282f1b-0144-4c90-9396-95d4cc2ff742,2025-04-04 17:40:23,user_619,image,education,187,41,1,8,0.145,932,0.61,1301,55587,203,0,-0.68,0.8,1,0,en,0,
805c07a2-5330-48d9-a91f-d4732931e690,2025-06-17 21:53:23,user_827,text,education,154,33,6,11,0.398,1967,3.21,890,42520,2969,0,-0.84,0.69,0,1,en,0,
da4ededf-47b2-4f95-b8dc-83ab8fde708e,2025-03-10 11:28:23,user_822,image,health,109,37,9,9,0.159,3176,2.18,828,61538,4450,0,0.7,0.69,1,0,en,0,
da993a1c-c571-4f06-bdc2-67da726fb2bc,2025-04-18 13:33:23,user_931,image,education,158,31,7,5,0.405,1964,9.7,1129,44437,2371,0,0.23,0.53,1,0,en,0,
faa1743f-5a29-4a7a-8df2-ccce571c17ff,2025-02-10 15:56:23,user_462,image,health,82,34,4,7,0.387,1256,2.03,364,99810,4069,0,-0.44,0.88,0,0,en,0,
64f9be5d-6b85-4654-ba6d-b90e6014e3cf,2025-05-31 01:31:23,user_515,image,politics,145,22,2,3,0.144,830,6.11,269,66643,4331,0,-0.09,0.02,0,0,fr,0,
ee3943c1-8ad7-4c5a-925c-7063f70e24de,2025-06-07 13:52:23,user_382,video,health,138,28,4,10,0.362,619,7.69,197,49191,3605,0,0.74,0.85,1,0,fr,0,
c970cd7c-cec2-45fd-a481-8c9a09d92df1,2025-01-09 09:26:23,user_800,text,memes,129,27,7,6,0.113,2744,9.18,1371,60830,1619,0,-0.25,0.45,1,0,fr,0,
49fb62bd-1dc5-4f57-a209-60ec9f99e414,2025-05-01 06:18:23,user_485,text,technology,133,30,4,13,0.022,2484,0.13,261,5943,2706,0,-0.49,0.03,0,0,en,0,
c8f10df0-93d1-4c7c-90fd-5d57c87b1821,2025-04-25 12:12:23,user_730,image,finance,45,23,1,7,0.124,400,7.51,1170,42479,3842,0,-0.64,0.1,1,1,en,0,
df8eaa1f-7bde-4263-a0ba-a7e978f19fd7,2025-02-07 21:52:23,user_344,link,health,112,18,5,11,0.179,638,6.28,827,90669,2089,0,-0.08,0.14,1,0,en,0,
d91ef321-6c11-49a4-b80f-8de2fc8d6437,2025-04-09 08:18:23,user_865,link,education,144,32,4,6,0.326,2736,8.3,801,64919,2570,0,0.29,0.89,1,0,en,0,
43716b86-539f-413a-abd5-6acbddcbd768,2025-05-23 00:17:23,user_548,image,finance,147,34,4,8,0.368,1751,2.16,842,39532,1185,0,0.28,0.32,1,0,es,0,
9cf5ecb9-f5ab-4dd9-975f-5a923e113048,2025-05-18 10:22:23,user_996,link,technology,88,39,3,11,0.277,14,1.22,1068,90228,1791,0,-0.51,0.86,1,0,en,0,
58e66462-ee6b-44bf-925f-e742278dfa9a,2025-05-30 22:15:23,user_374,link,memes,203,34,7,8,0.072,2316,8.04,1396,21766,2436,0,0.88,0.02,1,0,en,0,
8646792b-6195-4c95-9aa5-4c1dabad15c8,2025-01-31 19:20:23,user_115,video,health,96,38,3,6,0.451,85,9.59,85,51360,1486,0,-0.92,0.0,1,0,es,0,
be465cfb-ff47-4e43-a63c-66a4b2fe9b0d,2025-03-17 18:57:23,user_805,text,entertainment,188,38,4,10,0.263,1606,9.55,169,51681,3928,0,0.59,0.61,1,0,en,0,
bb3a1493-6d27-4000-a058-0873e235d4ac,2025-01-15 10:21:23,user_184,text,finance,161,33,5,8,0.307,1293,2.61,554,87119,3645,0,-0.23,0.6,0,0,fr,0,
6d5b6069-95cf-4acc-bf98-3ccf2d900683,2024-12-29 03:09:23,user_435,link,entertainment,107,34,8,10,0.124,3074,7.14,117,88638,3988,0,0.23,0.98,1,0,en,0,
a12b9b8c-9bc7-4b17-a0c2-a9a6fcb9df91,2025-04-18 09:12:23,user_545,link,finance,228,27,7,17,0.061,1310,5.75,1284,27121,587,0,-0.59,0.33,0,0,en,0,
561439a5-6553-414c-9565-7fdc2b53b0ef,2025-03-19 08:20:23,user_778,text,memes,80,36,6,14,0.3,1544,0.53,80,42250,3348,0,-0.06,0.1,1,1,en,0,
19cc2798-8b32-463c-ab13-29e284345d31,2025-03-24 15:17:23,user_393,video,memes,185,42,8,13,0.078,1491,6.97,128,27992,3361,0,-0.63,0.54,1,1,en,0,
1e08cf06-d7ce-427c-84e1-7d4a4d1d2807,2025-01-08 16:34:23,user_892,image,education,190,29,5,13,0.429,2908,8.23,1362,84389,355,1,0.62,0.9,1,1,en,0,
2a6ff0e9-a977-4f34-ace6-4594f9290657,2025-05-05 08:58:23,user_691,video,memes,106,37,3,10,0.29,2814,5.81,886,66190,4305,0,-0.77,1.0,0,1,en,0,
4d81fe2f-216c-4167-a82a-7b21a710f72d,2025-01-23 19:16:23,user_82,video,memes,209,28,3,12,0.422,1084,6.65,456,6541,686,0,-0.22,0.08,1,1,en,0,
6672d469-8ada-4fb9-a42c-bae6e91db11b,2025-05-25 00:45:23,user_154,link,technology,127,24,1,14,0.469,1337,8.75,1199,85963,3498,0,-0.61,0.01,1,1,en,0,
f6b3be62-1e0c-4906-8631-b2ecaa6e8663,2025-05-08 04:56:23,user_8,text,finance,154,28,6,17,0.26,1732,4.31,795,72314,4685,1,-0.17,0.57,0,0,en,0,
faed4a7d-9789-4a2b-93ff-97d84e9134bf,2025-01-08 14:07:23,user_346,video,politics,153,37,9,10,0.122,3163,6.8,584,50930,3993,0,0.9,0.05,1,0,en,0,
c6a786bb-af23-4b3e-9e31-b8e5a92a5be7,2025-01-24 20:32:23,user_971,video,education,133,26,5,7,0.373,3022,7.44,638,40245,1230,0,0.28,1.0,0,0,en,0,
2c66cd47-d452-427c-a26b-2cfdb96a6695,2025-01-03 02:26:23,user_957,text,education,180,30,5,16,0.369,2046,0.29,378,79384,3015,0,-0.48,0.0,1,1,en,0,
099e0b60-a09d-4fd3-8cc1-344f7536a226,2025-03-28 06:26:23,user_725,image,sports,179,33,4,14,0.303,722,3.72,1416,51660,4002,0,-0.83,0.77,1,1,en,0,
f6c12574-e7a5-45ef-b6b0-4bf9d948c0e1,2024-12-29 21:06:23,user_605,image,technology,52,27,6,11,0.386,478,3.55,677,50566,3050,0,0.2,0.38,1,1,en,0,
d89fc2b7-8a64-479d-a44c-9f36cb12021b,2025-01-28 04:03:23,user_265,image,entertainment,205,26,5,9,0.383,791,4.98,421,64720,3396,0,-0.81,0.91,0,0,en,0,
47a0b305-81f4-4bb0-98fa-1eb6786ac906,2025-05-01 06:10:23,user_203,video,technology,56,28,6,13,0.017,958,1.14,1211,59924,4838,1,0.18,0.12,1,0,en,0,
fed5c6c3-032d-4ffe-9bad-961d749f5b85,2025-02-08 01:53:23,user_528,text,memes,191,25,4,14,0.384,3327,3.11,66,64446,3767,0,0.68,0.86,1,0,zh,0,
ce5abcd4-28a6-410a-83e4-7f6eb15c8bec,2025-01-16 12:50:23,user_833,link,sports,196,37,2,8,0.144,445,4.73,1080,70990,4422,0,-0.16,0.52,1,0,fr,0,
e9da2bb2-9fa6-4f13-a1b4-81e957daaf09,2025-04-23 07:47:23,user_630,video,politics,85,33,1,10,0.072,3024,2.29,1019,83289,2977,0,0.63,0.64,1,0,fr,0,
68a4e6a7-0800-4812-b57c-1db8e024d46d,2025-01-28 13:55:23,user_746,link,health,119,30,1,10,0.312,1919,1.35,326,92195,4380,0,0.62,0.58,1,1,en,0,
c08ea8c6-240c-4307-8e28-593e9b6b9500,2025-06-03 00:28:23,user_894,video,sports,84,20,5,13,0.236,3456,3.57,237,67714,1544,0,-0.78,0.7,0,0,de,0,
0609de3c-0deb-4b4b-83d8-a15287e99a66,2025-03-30 17:29:23,user_466,link,finance,129,30,4,10,0.395,2931,8.06,513,14746,158,0,0.17,0.4,1,0,en,0,
7c743cf0-f629-47f8-9d0f-e6479b63654e,2024-12-30 16:43:23,user_446,video,sports,124,21,6,7,0.354,582,4.83,668,33076,241,0,0.91,0.02,1,0,es,0,
c56f84b7-9ab2-4631-ae5d-dfac8153974c,2025-06-10 06:40:23,user_50,image,memes,178,28,6,13,0.37,1300,0.41,135,81196,3356,0,0.07,0.99,1,1,en,0,
c1b1bdea-2a3e-4170-97df-943a46ab4284,2025-05-29 08:41:23,user_476,link,politics,205,22,4,16,0.429,3535,8.1,1131,29007,138,0,0.8,0.32,0,1,de,0,
10a4ebaa-60ce-47f5-83c6-470692aeb0ed,2025-02-06 16:43:23,user_289,text,finance,209,26,5,8,0.436,790,2.11,410,64530,4701,0,-0.38,0.25,1,0,en,0,
fd562345-7e2f-44da-bd02-8c75f69c9d80,2024-12-30 00:57:23,user_41,text,politics,111,27,8,9,0.043,762,1.22,265,86027,79,0,-0.86,0.66,0,0,fr,0,
3bea5c1e-44fa-426f-ad24-9e5761f49961,2025-05-13 21:56:23,user_125,link,education,129,33,3,10,0.409,2702,8.58,1098,40081,439,0,0.46,0.22,1,0,en,0,
68268bd4-a6e0-4fe3-b9ce-6ef505c98bd2,2025-01-18 09:39:23,user_889,image,technology,55,27,4,11,0.195,369,7.23,656,78057,2076,0,-0.9,0.88,1,0,en,0,
a81eb9eb-eb52-43dc-a804-b4043faad2cd,2025-02-20 20:45:23,user_502,link,entertainment,99,25,1,12,0.07,187,5.42,302,31502,301,0,-0.25,0.47,1,0,en,0,
51f551f5-0dee-41c0-9067-69c399e2812c,2025-02-12 03:30:23,user_472,image,technology,188,26,7,11,0.159,141,7.38,122,80137,3954,0,0.75,0.55,0,0,en,0,
06b37f6e-d33b-4c2f-83d5-4349d8876eba,2025-02-21 05:08:23,user_376,link,sports,220,33,6,7,0.088,3529,7.78,1083,68903,1589,0,0.56,0.91,1,0,de,0,
72e050f5-9b02-4df3-9c75-dbc453d8f730,2024-12-27 14:14:23,user_52,image,health,78,29,5,12,0.111,1937,1.53,946,33098,4776,0,-0.16,0.77,1,1,fr,0,
fe84a4b9-b01e-4909-89d5-0f5b03c05c3e,2025-04-12 15:20:23,user_911,text,memes,110,35,3,10,0.114,2443,6.44,277,36681,972,0,-0.82,0.74,0,0,en,0,
f75f555d-dc00-4318-acc2-f201d43f7323,2024-12-29 21:36:23,user_614,video,memes,138,28,9,9,0.489,1803,0.39,726,27234,2772,0,0.16,0.86,1,1,en,0,
34442432-4c68-4ff0-a71c-67075afe80d2,2025-01-21 00:33:23,user_703,link,entertainment,154,23,5,11,0.266,2862,0.4,658,68943,940,0,-0.23,0.61,1,1,de,0,
0c95acb2-5f51-4b5d-9ef7-49aa2eca2e44,2025-01-28 12:22:23,user_379,video,finance,99,24,6,7,0.186,2833,7.24,492,12858,958,0,-0.15,0.05,0,1,en,0,
12c6c8f8-1995-4753-99b3-592f7d2abf22,2025-03-14 12:43:23,user_259,video,education,161,35,5,7,0.349,2798,3.79,248,79303,2003,0,-0.28,0.69,0,0,de,0,
d3b39cde-faf7-4da9-940b-eb916768f0d2,2025-04-18 09:34:23,user_436,image,politics,116,39,9,7,0.056,2893,0.84,710,64029,2628,0,0.55,0.12,1,0,de,1,
655664f7-ca82-4e82-ac06-2ee34f653cc6,2025-06-07 13:07:23,user_346,image,politics,139,29,3,10,0.481,642,3.12,1005,13876,2961,0,0.63,0.55,1,0,en,0,
c3609d29-8834-46a0-a036-4cab56c0ad26,2025-01-31 01:07:23,user_692,link,finance,167,22,7,11,0.485,3343,9.23,774,89369,3774,0,-0.38,0.36,0,1,zh,0,
310cdbe5-a59d-4898-8fc0-57e36eb31f8f,2025-04-13 03:44:23,user_304,link,finance,140,25,5,9,0.25,1773,1.86,270,81715,4400,0,-0.79,0.77,1,0,en,0,
6eae5b9c-c8dc-4491-8c9a-3b45a27cc318,2025-06-21 10:51:23,user_786,link,technology,118,31,6,6,0.258,1754,0.99,658,41365,3494,0,-0.01,0.75,0,0,en,0,
46cbc903-76ec-4a36-8b40-8dac54455516,2025-05-06 20:13:23,user_839,video,technology,134,35,4,8,0.313,882,5.1,1439,72724,3341,0,-0.62,0.62,0,1,en,0,
0c620dd4-017e-4fe8-aba2-b32f7075ce3c,2025-03-18 07:20:23,user_25,text,health,135,36,8,12,0.098,2434,3.46,975,38751,1185,0,0.49,0.31,1,0,en,0,
3ad073ec-14be-4cde-a58f-55d99465f9e1,2025-06-01 11:41:23,user_556,video,politics,121,24,9,12,0.128,3315,7.78,892,10930,1498,0,0.5,0.67,1,1,en,0,
ad256343-13ca-4995-adb2-0fd344dfafb7,2025-04-02 04:40:23,user_274,text,education,127,26,4,9,0.324,1482,5.7,1237,99001,4314,0,-0.14,0.73,0,0,en,0,
2a20ba54-35dc-495f-9fd6-21150a1d05b3,2025-04-17 21:17:23,user_184,text,entertainment,219,26,4,10,0.222,22,4.8,1268,53882,976,0,0.55,0.68,1,0,en,0,
1d5a7d6d-338b-4828-b9d3-2259017dca6c,2025-02-21 12:02:23,user_301,image,sports,168,33,2,8,0.122,646,5.15,17,73713,2729,0,0.09,0.03,1,1,fr,0,
24e0c9c4-f2c4-4fb3-bb4f-b1b535d7b618,2025-02-07 15:11:23,user_366,video,education,125,32,6,9,0.135,1839,0.12,222,36588,2784,0,-0.01,0.5,0,0,en,0,
eebbac7a-1f7d-4005-90cd-3b2003806fc9,2025-02-21 14:09:23,user_428,text,entertainment,174,35,5,17,0.125,1963,1.24,134,36126,3310,1,0.29,0.31,1,0,es,0,
0f9cd7f4-a166-4878-b278-7075dcda5330,2025-05-07 06:15:23,user_18,image,politics,123,31,2,8,0.328,878,1.23,903,31956,4896,0,0.68,0.84,0,1,en,1,
fc62cb32-ad7d-41c9-a1a3-3ac1dc4f90c4,2025-03-09 13:41:23,user_458,video,finance,198,30,4,16,0.161,1837,8.14,1381,86451,4779,0,0.82,0.1,1,0,en,0,
b327fbbb-785f-4e98-80a9-640b7bdc69d8,2025-04-15 14:56:23,user_333,video,education,158,34,4,10,0.119,3084,8.26,213,11517,1935,0,0.37,0.52,1,0,en,0,
77575ac1-2300-47d1-a04f-befffe89f197,2025-01-25 06:28:23,user_305,text,education,134,29,3,9,0.378,1606,6.54,500,71672,4065,0,0.29,0.6,0,1,en,0,
0007c77f-c633-463e-982e-94bfefdbb151,2025-02-27 17:48:23,user_652,image,sports,162,28,10,15,0.465,1871,7.94,137,86995,4778,0,0.2,0.06,1,0,en,0,
877422c9-4dd5-4d9c-a3ca-dfe2aea1c557,2025-01-03 19:28:23,user_37,video,technology,61,40,5,7,0.309,2377,9.99,665,48282,577,0,-0.71,0.37,1,0,de,0,
32f105a6-4deb-4a15-b207-fb2e4de36bfb,2025-04-17 08:40:23,user_611,video,sports,83,24,5,8,0.307,2365,7.86,399,82172,1156,0,0.11,0.3,1,0,es,0,
0e478770-45e9-46e7-ab40-b74870550368,2025-06-04 06:17:23,user_115,video,sports,80,36,6,13,0.024,3524,9.16,514,13117,3752,0,0.75,0.53,0,0,en,0,
5059ffe8-54a9-4aaa-9749-5122cc8d17dd,2025-02-21 03:15:23,user_366,link,finance,147,36,2,13,0.475,2411,3.31,101,64533,2914,1,0.79,0.33,1,0,es,0,
032ccbf7-fb0d-4d12-b506-4ab8f8639ec2,2025-05-12 10:04:23,user_750,link,politics,226,39,4,11,0.401,1657,2.1,586,15881,1723,0,0.42,0.48,1,0,es,0,
64bfe3bd-e163-468c-a785-bb2af56ca194,2025-03-30 03:45:23,user_38,image,technology,251,23,0,12,0.076,1249,9.13,365,50104,2455,0,0.44,0.08,1,0,en,0,
3d195d2c-16d2-4c4b-a4d8-67d948abf524,2025-06-19 10:19:23,user_545,image,health,171,41,8,10,0.372,2443,6.61,1324,79597,4084,0,-0.22,0.37,1,1,en,0,
4fbd34f9-32e2-4f13-aa53-61a760f3deb0,2025-03-03 04:49:23,user_757,image,technology,165,19,5,11,0.487,2424,8.98,424,33733,2576,0,-0.29,0.62,0,1,en,0,
8daed4c6-1402-47f0-b2f2-958983112f4b,2025-01-14 00:23:23,user_406,text,health,49,27,4,6,0.344,1477,4.85,308,10872,1225,0,-0.9,0.48,1,1,en,0,
9616ff75-c3d3-4418-81e2-263aeb1b71e7,2025-01-03 06:53:23,user_255,video,technology,112,34,5,9,0.338,1868,4.16,1064,27778,1794,0,-0.72,0.63,0,1,de,0,spam
d906f344-c7cf-45f4-a8e8-8a5ddbd78d13,2025-03-13 18:50:23,user_180,link,education,100,25,5,16,0.345,20,2.49,1147,80318,2547,0,-0.44,0.45,1,1,en,0,
c4a10511-32ec-409e-b872-d0f7c2fd2a00,2025-04-25 06:35:23,user_87,image,technology,108,19,2,20,0.198,637,4.43,722,61099,848,0,-0.44,0.52,1,0,es,0,
d3027dd2-a69f-4534-9698-fefcd4021e4e,2025-01-08 08:51:23,user_548,image,finance,131,32,5,9,0.384,248,3.74,1012,7561,4844,0,-0.63,0.39,1,0,fr,0,
89366693-0460-4702-9693-9ac2d3f23634,2025-03-04 22:10:23,user_97,text,education,116,26,4,9,0.164,2475,5.69,100,6040,1854,0,0.17,0.52,1,1,en,0,
15ee18a5-4b33-43ac-bfe5-7143272caf58,2025-05-14 16:29:23,user_130,video,sports,41,22,3,4,0.013,3180,0.28,1427,31160,3935,0,-0.58,0.33,0,0,en,0,
fe37afce-b294-410b-8d46-55dbd8e6b5c0,2025-02-26 02:01:23,user_745,video,memes,177,29,2,11,0.145,2845,2.64,1061,36771,3524,0,-0.36,0.66,0,1,en,0,
f9363857-f88a-4be9-a2c8-d8d802834355,2025-06-12 11:28:23,user_149,video,memes,86,28,3,7,0.368,1891,1.81,547,81052,40,0,0.22,0.46,0,0,fr,0,
d1d83c02-f7a0-4dc1-a3e2-5313d4f54643,2025-02-28 07:32:23,user_649,link,technology,151,22,3,11,0.121,2603,5.99,448,3270,2819,0,-0.77,0.99,1,0,es,0,
5449173a-f008-44b7-a3a7-2597bfe583de,2025-01-25 00:11:23,user_506,text,health,243,25,7,9,0.103,2304,6.28,46,80373,3734,0,-0.53,0.55,0,1,en,0,
1e715011-3995-4df3-9b79-d69dd9696774,2025-03-31 11:15:23,user_442,video,memes,94,25,4,8,0.04,2636,5.09,238,45308,104,0,-0.71,0.77,1,0,fr,0,
656e0a39-a053-4540-b8f6-cbce3530c908,2025-01-09 10:29:23,user_915,link,entertainment,13,37,3,10,0.141,1753,8.82,357,32440,3975,0,0.93,0.07,1,0,en,0,
2be8b8f0-36c6-404e-9100-9a93f4489ae4,2025-02-16 08:36:23,user_282,video,health,125,23,3,15,0.119,3574,8.89,884,48662,3973,0,-0.07,0.92,0,0,en,0,
b0bd9e74-63bb-4b35-804c-4041fd8c6260,2025-04-29 23:22:23,user_354,image,health,195,32,5,14,0.047,2985,9.46,1402,40508,4081,0,0.63,0.33,1,1,fr,0,
8f2a01c9-4a43-4278-bb5a-3abba2fd2f3e,2025-02-25 19:05:23,user_996,image,politics,237,29,8,13,0.256,2013,9.16,459,42185,3802,0,0.96,0.4,0,0,de,0,
5051466f-8fa7-42dc-ab6a-6b8c52e5e6b9,2025-04-10 15:47:23,user_470,video,education,78,29,5,11,0.495,1794,8.67,886,78950,1409,1,0.29,0.61,1,0,en,0,
03a06130-e582-408f-9aa3-2e27ee3c7612,2025-06-02 17:54:23,user_706,text,memes,164,24,3,11,0.407,160,1.49,345,66144,3362,0,-0.1,0.93,0,1,en,0,
ce1a868f-0a7f-4b20-b11f-10592b809a90,2025-05-29 12:58:23,user_633,text,education,116,34,4,15,0.082,1514,2.82,423,41846,4175,0,-0.99,0.32,1,1,de,0,
ab00dde3-f27e-4d73-a0c4-bf680699f937,2025-06-15 17:32:23,user_250,video,entertainment,134,28,4,8,0.399,1394,9.46,943,2541,4183,0,0.83,0.02,1,1,en,0,
0aab355d-8f5a-4ed3-abd0-ce52b23d6733,2025-01-02 17:23:23,user_941,link,politics,272,32,9,18,0.254,3025,8.33,1106,73177,333,0,-0.09,1.0,0,0,en,0,
962e27ec-8434-44e6-a673-bd34893d3174,2025-06-17 05:05:23,user_846,link,memes,64,45,7,7,0.162,3334,7.33,272,42867,3522,0,0.3,0.14,0,1,es,0,
0a0c6b41-51f3-42a3-ba34-a1200e2ef8b1,2025-04-29 13:52:23,user_926,video,health,152,31,2,10,0.094,1072,9.4,1049,54508,2183,0,-0.7,0.2,0,0,de,1,
a98c673e-68d9-44db-9a2d-db22142684bf,2025-03-26 07:21:23,user_855,image,technology,163,36,8,14,0.399,2395,4.5,792,68631,4360,0,-0.84,0.74,0,1,en,0,
15b1bb3f-81e6-492a-b780-aadc089fd3e5,2025-06-02 20:19:23,user_955,text,sports,194,33,6,14,0.444,3641,9.99,89,75510,4255,0,0.66,0.36,1,0,en,1,
8742ca20-fe15-4d56-afcd-60b33246ecb0,2025-06-06 07:01:23,user_751,image,education,144,29,7,13,0.267,1470,1.11,1439,40223,3932,0,0.37,0.19,1,1,es,0,
00e0310b-6b13-4286-a7e9-a05ca2f8285d,2025-05-12 05:48:23,user_841,text,health,155,42,5,10,0.123,2814,3.56,867,89791,589,0,-0.86,0.27,1,0,en,0,
a3448d44-dd1d-4318-8db7-330278a9e24b,2025-01-13 11:10:23,user_537,video,memes,120,28,4,11,0.135,571,7.03,917,15176,1830,0,0.48,0.93,1,0,en,0,
8d15d4f9-3a6e-45af-b971-c0be25abb2fa,2025-03-18 03:05:23,user_583,text,health,153,33,5,8,0.261,1704,6.8,195,98058,2004,0,-0.42,0.3,1,0,en,1,
fb3b1514-1e17-4674-b324-5fb7ac10bc63,2025-05-30 06:56:23,user_470,video,entertainment,122,42,1,10,0.237,1022,4.78,547,2150,1054,1,-0.8,0.82,1,1,en,0,
f3a6f6de-94d2-4120-81e0-b944fb2a3720,2025-04-14 05:38:23,user_42,video,technology,171,29,6,12,0.148,2673,9.86,1405,26763,4581,0,-0.51,0.29,1,0,en,0,
e909b0a3-c780-4a36-a7a0-5a107783e309,2025-04-02 09:40:23,user_79,image,entertainment,121,35,7,12,0.435,293,3.17,442,40165,1464,0,0.69,0.56,1,1,zh,0,
497897de-5104-4d3a-9494-20bbae895692,2025-04-17 10:41:23,user_335,link,education,158,25,12,9,0.247,129,2.32,230,87641,2484,0,-0.55,0.82,0,1,en,0,
13536484-ec74-424c-993c-14eb26a8990e,2025-02-21 22:16:23,user_382,link,technology,138,27,10,7,0.357,2605,9.47,282,6625,1557,0,0.46,0.13,0,0,zh,0,
70066c6c-e30f-4887-90c9-faba31e5a230,2025-01-02 03:45:23,user_40,link,health,196,32,6,6,0.296,2013,8.19,875,78165,1937,0,0.54,0.42,1,0,en,0,
2e2148fc-ed2b-4339-9af3-7c9c9ef6b16e,2025-02-08 16:50:23,user_151,link,memes,137,47,2,7,0.013,2882,0.41,698,78029,4249,0,-0.1,0.44,1,0,en,0,
a5c6005b-134f-43ad-8478-32886b2e3405,2025-02-17 04:40:23,user_624,text,sports,51,16,4,11,0.294,910,1.38,1089,16760,1025,0,-0.08,0.51,1,1,en,0,
1da5ef26-af92-4e34-9e36-cb904ddafad8,2025-01-02 18:38:23,user_742,image,entertainment,203,29,3,7,0.132,1087,4.07,279,78504,4629,0,0.48,0.72,1,0,es,0,
93802e8a-138d-4e3c-8efb-beaec0e400ba,2025-03-17 15:31:23,user_654,text,finance,94,30,2,11,0.135,3206,9.32,699,4369,1493,0,-0.05,0.4,1,1,en,0,
394a83f5-29a3-479c-a004-85bcdd60d362,2025-04-08 16:28:23,user_832,video,politics,107,27,2,16,0.345,2423,8.39,1245,83745,1448,0,1.0,0.91,1,0,en,0,
55b6806a-1ee6-4dd0-8c70-0e8682e2ba7e,2025-03-09 01:32:23,user_904,text,education,110,24,5,8,0.348,807,5.44,1038,65250,117,0,0.94,0.72,1,0,en,0,
49e4ebce-c49a-4859-8920-f3b3fb26253b,2025-02-08 20:38:23,user_104,text,entertainment,208,31,5,11,0.289,3531,5.24,1220,70506,4462,0,-0.96,0.53,1,1,en,0,
389acb43-0333-4929-a2aa-05a5fcaeb983,2025-02-11 17:06:23,user_392,text,sports,33,36,9,8,0.481,274,2.76,19,71021,31,0,-0.62,0.63,0,0,en,0,
22a3d6b0-1b0c-4170-b3a8-81c97467fb35,2025-05-26 20:32:23,user_525,link,health,296,31,6,8,0.352,168,4.67,792,45741,1481,0,0.57,0.14,1,0,en,0,
fd64ddb3-f0c0-4230-bb1e-06a4421a5c16,2025-01-13 19:14:23,user_743,image,finance,192,31,7,16,0.481,3077,5.35,25,67133,2087,0,-0.62,0.51,1,0,en,0,
1d51893a-2266-4eda-a560-e7895240b504,2025-04-09 11:00:23,user_81,text,health,151,33,4,12,0.436,1521,3.55,893,5314,3775,0,0.75,0.07,1,0,en,0,
bc26403e-1fc9-4ad8-a47c-16760451e037,2025-02-24 18:16:23,user_346,video,entertainment,137,36,4,13,0.011,3379,3.16,452,52326,239,0,-0.66,0.95,1,1,en,0,
e13ba2c4-faec-4d2e-aafb-7ed52a22a349,2025-06-05 23:02:23,user_950,image,education,154,23,6,12,0.443,236,7.41,85,93435,560,0,0.06,0.55,1,0,en,0,
6b015d83-22d8-45b8-b771-f9d6b3cb8658,2025-01-23 05:12:23,user_653,text,entertainment,166,22,5,12,0.066,2471,1.89,348,46480,2757,0,0.53,0.53,0,1,en,0,
